Account, Point of Sale,   Business Type,   Product,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712
GP % of GB,Expedia FR,Agency,Flight,1.004999%,0.860260%,0.575192%,0.045782%,0.233079%,0.078990%,0.208841%,-0.501555%,0.157676%,0.077608%,0.141154%,-0.029068%
Revenue % of GB,Expedia FR,Merchant,Flight,-0.771749%,-0.856441%,-0.487356%,-0.321874%,-0.627268%,-0.684046%,-0.630257%,-0.331879%,-0.403729%,-0.443141%,-0.091650%,-0.217866%
GP % of GB,Expedia FR,Merchant,Flight,-2.129810%,-2.663956%,-2.285844%,-2.522085%,-2.598741%,-2.730836%,-2.703237%,-2.879954%,-2.523467%,-2.614852%,-2.484413%,-2.512013%
Revenue % of GB,Expedia FR,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia FR,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia FR,Merchant,Car,20.018175%,19.989021%,20.083207%,19.803207%,20.113207%,20.213207%,20.283207%,19.693207%,20.393207%,19.893207%,20.533207%,20.283207%
GP % of GB,Expedia FR,Merchant,Car,18.814140%,18.544038%,18.688164%,18.266965%,18.614967%,18.738014%,18.853416%,17.908244%,18.666277%,18.182079%,18.770556%,18.519390%
Revenue % of GB,Expedia FR,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia FR,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia FR,Merchant,Hotel,17.892203%,18.031186%,17.804821%,17.753782%,17.737004%,17.683861%,17.705182%,17.604512%,17.415315%,17.334325%,17.269299%,17.306558%
GP % of GB,Expedia FR,Merchant,Hotel,17.333079%,17.203634%,16.730165%,16.885861%,16.871994%,16.471747%,16.814616%,17.463956%,16.321973%,16.444774%,16.104320%,16.186586%
Revenue % of GB,Expedia FR,Agency,Hotel,7.314022%,11.219516%,17.750393%,17.681891%,17.626587%,17.562026%,17.448232%,17.312392%,17.303378%,17.249155%,17.281111%,17.263292%
GP % of GB,Expedia FR,Agency,Hotel,6.455336%,10.217090%,16.892393%,16.646158%,16.619296%,16.589881%,16.284676%,15.951148%,16.092906%,15.946158%,16.088172%,15.795609%
Revenue % of GB,Expedia FR,Not Applicable,EPackage,9.457365%,9.427506%,9.967733%,9.712087%,9.756133%,9.818301%,9.657227%,9.667926%,9.524944%,8.941537%,9.005319%,8.907716%
GP % of GB,Expedia FR,Not Applicable,EPackage,8.547915%,8.134231%,8.663575%,8.378520%,8.314216%,8.154477%,8.317761%,8.598656%,7.960234%,7.481926%,7.335223%,7.255463%
Revenue % of GB,Expedia FR,Merchant,Tshop,18.948103%,18.021944%,18.589388%,18.231604%,18.070518%,17.874902%,17.511038%,17.390909%,17.431841%,17.289116%,17.591859%,17.440718%
GP % of GB,Expedia FR,Merchant,Tshop,14.272794%,14.213239%,14.994842%,15.043526%,14.514418%,14.120487%,14.275899%,13.977348%,13.908288%,13.944079%,13.485193%,13.719671%
Revenue % of GB,Expedia FR,Not Applicable,Insurance,44.018921%,44.018883%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%
Revenue % of GB,Expedia FR,Merchant,Insurance,44.018921%,44.018883%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%,42.476466%
GP % of GB,Expedia FR,Not Applicable,Insurance,43.454079%,43.178927%,41.540563%,41.356449%,41.344290%,41.324584%,41.358472%,41.131018%,41.308803%,41.331536%,41.309519%,41.302447%
GP % of GB,Expedia FR,Merchant,Insurance,43.454079%,43.178927%,41.540563%,41.356449%,41.344290%,41.324584%,41.358472%,41.131018%,41.308803%,41.331536%,41.309519%,41.302447%
Revenue % of GB,Expedia NL,Not Applicable,3P Package,2.148803%,2.562110%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia NL,Not Applicable,3P Package,2.148803%,2.562110%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia NL,Agency,Flight,3.352712%,3.366294%,4.161737%,2.749892%,2.541934%,2.783608%,2.698526%,2.524573%,2.733946%,2.621781%,2.566710%,2.817336%
GP % of GB,Expedia NL,Agency,Flight,0.774165%,0.638692%,1.591971%,-0.080178%,-0.166441%,0.104154%,-0.174143%,-0.570849%,0.081451%,0.058584%,-0.058653%,-0.260974%
Revenue % of GB,Expedia NL,Merchant,Flight,1.315885%,1.463259%,0.863471%,0.962418%,0.869537%,0.884245%,0.862509%,0.944192%,0.956003%,0.911408%,0.868594%,0.839974%
GP % of GB,Expedia NL,Merchant,Flight,-0.375024%,-0.386859%,-1.204240%,-1.550716%,-1.388126%,-1.257005%,-1.596547%,-2.028922%,-1.601164%,-1.618019%,-1.240509%,-1.433398%
Revenue % of GB,Expedia NL,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia NL,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia NL,Merchant,Car,18.196954%,18.076163%,18.343740%,18.503740%,18.273740%,18.293740%,18.473740%,18.313740%,18.293740%,18.313740%,18.013740%,18.013740%
GP % of GB,Expedia NL,Merchant,Car,17.123552%,16.910417%,17.009771%,17.149859%,16.954810%,16.988743%,16.990814%,16.356157%,16.523278%,16.667714%,16.485569%,16.537169%
Revenue % of GB,Expedia NL,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia NL,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia NL,Merchant,Hotel,17.703523%,17.833170%,17.669087%,17.663965%,17.653488%,17.585114%,17.530831%,17.450898%,17.450662%,17.336095%,17.245797%,17.226394%
GP % of GB,Expedia NL,Merchant,Hotel,16.891179%,16.886465%,16.416100%,16.507301%,16.698971%,16.493496%,16.478146%,16.492119%,16.307641%,16.380536%,16.075816%,15.848667%
Revenue % of GB,Expedia NL,Agency,Hotel,6.778146%,10.045745%,16.841166%,16.694111%,16.638669%,16.652990%,16.418675%,16.434265%,16.360224%,16.207069%,16.156780%,16.253385%
GP % of GB,Expedia NL,Agency,Hotel,5.522373%,8.671154%,15.414230%,15.187640%,15.050645%,15.082029%,14.821535%,14.772750%,14.664763%,14.488378%,14.340078%,14.334640%
Revenue % of GB,Expedia NL,Not Applicable,EPackage,9.308312%,9.064110%,9.762532%,8.930769%,9.182378%,9.332774%,9.082565%,9.046070%,8.766244%,8.749057%,8.676532%,8.487607%
GP % of GB,Expedia NL,Not Applicable,EPackage,8.494620%,7.821459%,8.019035%,7.242800%,7.531996%,7.681138%,7.493890%,7.201635%,6.865769%,6.843541%,6.647653%,6.230034%
Revenue % of GB,Expedia NL,Merchant,Tshop,20.385545%,20.606854%,20.731974%,20.048162%,20.223978%,19.912159%,19.600703%,19.578512%,19.002947%,18.664680%,18.741945%,18.689104%
GP % of GB,Expedia NL,Merchant,Tshop,5.349051%,9.754728%,10.296115%,11.902673%,9.219499%,8.502937%,8.362396%,6.877572%,9.561009%,10.832514%,9.507055%,9.953242%
Revenue % of GB,Expedia NL,Not Applicable,Insurance,43.034659%,43.034058%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%
Revenue % of GB,Expedia NL,Merchant,Insurance,43.034659%,43.034058%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%,40.537325%
GP % of GB,Expedia NL,Not Applicable,Insurance,42.637457%,42.561622%,39.811668%,39.624905%,39.644186%,39.742685%,39.562742%,39.309781%,39.479528%,39.484628%,39.682948%,39.593086%
GP % of GB,Expedia NL,Merchant,Insurance,42.637457%,42.561622%,39.811668%,39.624905%,39.644186%,39.742685%,39.562742%,39.309781%,39.479528%,39.484628%,39.682948%,39.593086%
Revenue % of GB,Expedia NO,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia NO,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia NO,Agency,Flight,1.787832%,2.676166%,1.906700%,1.747942%,1.693624%,1.980888%,2.010180%,1.657401%,1.932667%,1.969738%,1.630902%,1.803682%
GP % of GB,Expedia NO,Agency,Flight,-0.017572%,0.712862%,-0.109355%,-0.543880%,-0.271191%,0.074964%,-0.287802%,-0.208346%,-0.028649%,0.146935%,-0.240926%,0.108697%
Revenue % of GB,Expedia NO,Merchant,Flight,-1.679515%,-2.038445%,-0.807396%,-0.961396%,-0.888988%,-1.048781%,-0.526936%,-0.263998%,-0.392603%,-0.432821%,-0.255747%,-0.190750%
GP % of GB,Expedia NO,Merchant,Flight,-5.732483%,-5.208564%,-5.491253%,-5.952160%,-5.677319%,-6.073929%,-6.752460%,-5.833293%,-6.233609%,-5.488856%,-3.725903%,-3.532256%
Revenue % of GB,Expedia NO,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia NO,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia NO,Merchant,Car,33.065990%,32.442176%,32.915751%,33.905751%,33.415751%,33.505751%,33.405751%,33.385751%,33.235751%,33.325751%,33.255751%,33.315751%
GP % of GB,Expedia NO,Merchant,Car,31.667750%,31.125803%,31.632370%,32.650447%,32.326172%,32.429079%,31.530039%,31.981124%,32.008071%,31.821795%,31.795249%,31.840681%
Revenue % of GB,Expedia NO,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia NO,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia NO,Merchant,Hotel,16.649965%,16.625314%,16.863236%,16.753513%,16.725992%,16.609456%,16.538512%,16.446473%,16.444844%,16.277255%,16.199474%,16.307461%
GP % of GB,Expedia NO,Merchant,Hotel,15.519869%,15.747784%,15.762334%,15.758441%,15.863519%,15.722785%,15.904963%,15.645367%,15.663892%,15.570135%,15.303410%,15.192340%
Revenue % of GB,Expedia NO,Agency,Hotel,3.673963%,10.515040%,15.826896%,15.679899%,15.656197%,15.645094%,15.406728%,15.381433%,15.334718%,15.156808%,15.204906%,15.231182%
GP % of GB,Expedia NO,Agency,Hotel,2.602206%,9.363421%,14.729536%,14.640046%,14.643858%,14.593231%,14.169236%,14.395547%,14.381868%,14.085473%,14.058399%,13.998451%
Revenue % of GB,Expedia NO,Not Applicable,EPackage,8.636021%,8.624338%,8.804309%,8.855063%,8.852780%,8.629251%,8.492097%,9.096569%,8.821325%,8.871677%,8.445953%,8.347536%
GP % of GB,Expedia NO,Not Applicable,EPackage,7.375545%,7.202884%,7.215448%,7.377338%,7.558620%,7.355499%,7.105515%,7.628317%,7.344377%,7.329642%,6.777867%,6.546718%
Revenue % of GB,Expedia NO,Merchant,Tshop,16.135662%,15.596499%,16.348140%,16.139934%,15.743608%,15.855654%,15.185429%,13.654599%,14.021406%,14.687592%,16.026480%,15.582353%
GP % of GB,Expedia NO,Merchant,Tshop,-2.527281%,1.091510%,8.111251%,6.929910%,8.485085%,8.095852%,7.188561%,8.333605%,8.519301%,8.546336%,8.413034%,8.777386%
Revenue % of GB,Expedia NO,Not Applicable,Insurance,42.300148%,42.300148%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%
Revenue % of GB,Expedia NO,Merchant,Insurance,42.300148%,42.300148%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%,40.190100%
GP % of GB,Expedia NO,Not Applicable,Insurance,41.802949%,41.724916%,39.502116%,39.377378%,39.434441%,39.403903%,38.781237%,39.251496%,39.372651%,39.114884%,39.217553%,39.135140%
GP % of GB,Expedia NO,Merchant,Insurance,41.802949%,41.724916%,39.502116%,39.377378%,39.434441%,39.403903%,38.781237%,39.251496%,39.372651%,39.114884%,39.217553%,39.135140%
Revenue % of GB,Expedia SE,Not Applicable,3P Package,0.000000%,1.364897%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia SE,Not Applicable,3P Package,0.000000%,1.364897%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia SE,Agency,Flight,1.624454%,2.705585%,1.804324%,1.482726%,1.412045%,1.729729%,1.566836%,1.354075%,1.594530%,1.771173%,1.673280%,1.718086%
GP % of GB,Expedia SE,Agency,Flight,-1.665116%,0.112365%,-1.235530%,-1.455627%,-1.666626%,-1.305521%,-1.572631%,-1.269045%,-1.000821%,-0.933139%,-1.282973%,-1.429842%
Revenue % of GB,Expedia SE,Merchant,Flight,-1.195040%,-1.524050%,-1.115417%,-0.923389%,-1.021358%,-0.990447%,-0.857836%,-0.914305%,-0.574778%,-1.012543%,-0.898295%,-0.977279%
GP % of GB,Expedia SE,Merchant,Flight,-7.886701%,-5.575834%,-7.820799%,-7.371168%,-7.950658%,-7.191085%,-7.337769%,-7.125002%,-8.536126%,-6.781929%,-6.290371%,-7.125330%
Revenue % of GB,Expedia SE,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia SE,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia SE,Merchant,Car,35.316067%,35.256187%,35.999586%,36.329586%,36.599586%,36.279586%,35.939586%,35.469586%,35.639586%,35.829586%,35.969586%,35.519586%
GP % of GB,Expedia SE,Merchant,Car,32.029031%,33.024560%,34.048049%,34.300215%,34.752207%,34.582455%,33.639887%,33.314167%,33.434875%,33.617270%,33.552337%,33.287709%
Revenue % of GB,Expedia SE,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia SE,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia SE,Merchant,Hotel,16.227282%,16.713465%,16.564302%,16.530335%,16.496957%,16.462359%,16.405977%,16.149451%,16.187583%,15.951019%,15.943961%,15.926209%
GP % of GB,Expedia SE,Merchant,Hotel,14.749817%,15.525409%,15.245162%,15.136373%,15.095406%,14.953795%,14.960849%,14.823712%,14.888121%,14.577456%,14.666736%,14.220265%
Revenue % of GB,Expedia SE,Agency,Hotel,8.317192%,8.769796%,16.437095%,16.310246%,16.283928%,16.206330%,16.145747%,16.043578%,16.104100%,15.846619%,15.800606%,15.906582%
GP % of GB,Expedia SE,Agency,Hotel,6.303840%,7.400285%,14.840064%,14.618453%,14.527935%,14.260797%,14.226978%,14.298243%,14.287298%,13.918361%,13.878885%,13.740100%
Revenue % of GB,Expedia SE,Not Applicable,EPackage,9.527152%,9.723122%,9.628264%,9.652113%,9.863446%,9.847854%,9.269434%,9.579646%,9.435192%,9.475235%,9.528351%,9.447883%
GP % of GB,Expedia SE,Not Applicable,EPackage,7.595467%,8.153075%,7.684097%,7.852147%,8.004590%,8.111732%,7.277495%,7.627569%,7.460596%,7.404974%,7.179479%,6.949016%
Revenue % of GB,Expedia SE,Merchant,Tshop,20.003979%,18.896316%,18.978960%,18.735301%,18.050064%,18.119982%,17.548216%,17.346797%,17.379069%,17.618074%,17.515539%,17.960939%
GP % of GB,Expedia SE,Merchant,Tshop,-16.067143%,2.892268%,6.531078%,7.527400%,8.380523%,6.973647%,6.560020%,6.838652%,7.475069%,6.610843%,5.700705%,5.903273%
Revenue % of GB,Expedia SE,Not Applicable,Insurance,42.044732%,42.044744%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%
Revenue % of GB,Expedia SE,Merchant,Insurance,42.044732%,42.044744%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%,40.094680%
GP % of GB,Expedia SE,Not Applicable,Insurance,41.361401%,41.346650%,39.350356%,39.080924%,39.128860%,39.102313%,38.842968%,39.207268%,39.120176%,38.982105%,38.851926%,38.867796%
GP % of GB,Expedia SE,Merchant,Insurance,41.361401%,41.346650%,39.350356%,39.080924%,39.128860%,39.102313%,38.842968%,39.207268%,39.120176%,38.982105%,38.851926%,38.867796%
Revenue % of GB,Expedia IE,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia IE,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia IE,Agency,Flight,2.207397%,2.260478%,2.100449%,2.116994%,2.388085%,4.422117%,3.175348%,2.776142%,3.196890%,2.923043%,2.970639%,3.449681%
GP % of GB,Expedia IE,Agency,Flight,1.040229%,1.164243%,1.024483%,0.833228%,0.471051%,1.058367%,0.624415%,0.411742%,0.860346%,0.580994%,0.434997%,0.784647%
Revenue % of GB,Expedia IE,Merchant,Flight,2.796859%,2.273920%,2.147362%,1.766576%,2.108424%,1.581118%,2.045405%,2.120768%,2.108531%,2.344918%,1.804272%,1.919343%
GP % of GB,Expedia IE,Merchant,Flight,1.647016%,1.052221%,0.547817%,-0.123301%,0.280580%,-0.128881%,0.212941%,0.231635%,0.267707%,0.410495%,-0.110949%,-0.071209%
Revenue % of GB,Expedia IE,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia IE,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia IE,Merchant,Car,20.717936%,18.917934%,19.870394%,20.270394%,19.970394%,19.650394%,20.500394%,20.460394%,20.110394%,19.850394%,20.000394%,20.680394%
GP % of GB,Expedia IE,Merchant,Car,20.024637%,18.154117%,18.850145%,19.082075%,18.886674%,18.580504%,19.432124%,19.363600%,18.972059%,18.699694%,18.805368%,19.498962%
Revenue % of GB,Expedia IE,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia IE,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia IE,Merchant,Hotel,17.952143%,17.978557%,18.092097%,18.059472%,18.071423%,17.984862%,17.886238%,17.814129%,17.810717%,17.693777%,17.591726%,17.571842%
GP % of GB,Expedia IE,Merchant,Hotel,17.496045%,17.588359%,17.371441%,17.311603%,17.349919%,17.413209%,17.219878%,17.372941%,17.430179%,17.247849%,17.094842%,16.601967%
Revenue % of GB,Expedia IE,Agency,Hotel,8.479047%,11.304469%,18.212621%,18.112542%,18.132030%,18.135071%,18.072951%,18.064005%,18.128046%,17.906391%,18.171043%,18.035294%
GP % of GB,Expedia IE,Agency,Hotel,8.038029%,10.907822%,17.675546%,17.518958%,17.565837%,17.595469%,17.530674%,17.490053%,17.549232%,17.276432%,17.477274%,17.229014%
Revenue % of GB,Expedia IE,Not Applicable,EPackage,8.263906%,8.180062%,9.182830%,8.970417%,9.055529%,9.290070%,9.770009%,9.495942%,9.523587%,9.400803%,9.510322%,9.740480%
GP % of GB,Expedia IE,Not Applicable,EPackage,7.567301%,7.480541%,8.274874%,8.010614%,8.188647%,8.494720%,8.996706%,8.786006%,8.761500%,8.517696%,8.482376%,8.536339%
Revenue % of GB,Expedia IE,Merchant,Tshop,16.977233%,17.058079%,16.396602%,16.253249%,15.268235%,14.765096%,14.641198%,14.403075%,14.493863%,14.567230%,15.520455%,15.115204%
GP % of GB,Expedia IE,Merchant,Tshop,13.167409%,14.551224%,11.091947%,11.125964%,10.916808%,10.520218%,10.554697%,9.757143%,9.807979%,9.262329%,9.204912%,8.360551%
Revenue % of GB,Expedia IE,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia IE,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia IE,Not Applicable,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia IE,Merchant,Insurance,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia DK,Not Applicable,3P Package,0.000000%,1.787872%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia DK,Not Applicable,3P Package,0.000000%,1.787872%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia DK,Agency,Flight,1.396857%,1.539169%,1.988329%,1.902577%,1.182913%,1.496001%,1.311186%,1.145146%,1.392898%,1.453647%,1.179861%,1.504091%
GP % of GB,Expedia DK,Agency,Flight,-1.045676%,-0.509918%,-2.003750%,-1.484456%,-2.393972%,-1.979818%,-2.803705%,-2.496071%,-2.185641%,-2.056571%,-2.066856%,-1.812424%
Revenue % of GB,Expedia DK,Merchant,Flight,-1.484334%,-1.619231%,0.804776%,0.814048%,0.849863%,0.914950%,0.561182%,1.662762%,1.938103%,1.505231%,1.365902%,1.076569%
GP % of GB,Expedia DK,Merchant,Flight,-6.084623%,-6.222060%,-7.201726%,-5.848400%,-5.631621%,-5.531236%,-5.802314%,-6.855626%,-8.687516%,-6.603856%,-6.206550%,-6.313534%
Revenue % of GB,Expedia DK,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia DK,Agency,Car,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
